Theta            Phi               dBi                 abs_theta              phase_theta      abs_phi                phase_phi         ax_ratio
 -90.000         -40.000           -3.923e+00          -1.546e+01             281.197          -4.239e+00             295.046           2.424e+01     
 -85.000         -40.000           -2.926e+00          -1.264e+01             285.077          -3.417e+00             293.777           2.659e+01     
 -80.000         -40.000           -1.992e+00          -1.024e+01             285.696          -2.696e+00             291.668           2.860e+01     
 -75.000         -40.000           -1.121e+00          -8.201e+00             284.102          -2.068e+00             288.502           3.032e+01     
 -70.000         -40.000           -3.203e-01          -6.466e+00             280.685          -1.529e+00             284.095           3.186e+01     
 -65.000         -40.000            4.024e-01          -4.992e+00             275.547          -1.078e+00             278.272           3.333e+01     
 -60.000         -40.000            1.042e+00          -3.743e+00             268.652          -7.111e-01             270.862           3.481e+01     
 -55.000         -40.000            1.605e+00          -2.687e+00             259.900          -4.172e-01             261.705           3.635e+01     
 -50.000         -40.000            2.110e+00          -1.779e+00             249.198          -1.706e-01             250.685           3.789e+01     
 -45.000         -40.000            2.594e+00          -9.643e-01             236.551           6.944e-02             237.795           3.935e+01     
 -40.000         -40.000            3.101e+00          -1.841e-01             222.164           3.494e-01             223.234           4.000e+01     
 -35.000         -40.000            3.661e+00           6.016e-01             206.483           6.989e-01             207.429           4.000e+01     
 -30.000         -40.000            4.261e+00           1.389e+00             190.071           1.107e+00             190.919           4.000e+01     
 -25.000         -40.000            4.845e+00           2.127e+00             173.371           1.520e+00             174.128           4.000e+01     
 -20.000         -40.000            5.336e+00           2.745e+00             156.526           1.862e+00             157.189           4.000e+01     
 -15.000         -40.000            5.676e+00           3.185e+00             139.368           2.076e+00             139.924           4.000e+01     
 -10.000         -40.000            5.849e+00           3.436e+00             121.558           2.145e+00             121.980           4.000e+01     
  -5.000         -40.000            5.893e+00           3.538e+00             102.800           2.110e+00             103.036           4.000e+01     
   0.000         -40.000            5.889e+00           3.573e+00              83.097           2.053e+00              83.067           4.000e+01     
   5.000         -40.000            5.920e+00           3.619e+00              62.909           2.061e+00              62.529           4.000e+01     
  10.000         -40.000            6.008e+00           3.700e+00              43.013           2.160e+00              42.234           4.000e+01     
  15.000         -40.000            6.099e+00           3.761e+00              24.090           2.292e+00              22.917           3.993e+01     
  20.000         -40.000            6.101e+00           3.713e+00               6.414           2.363e+00               4.875           3.754e+01     
  25.000         -40.000            5.941e+00           3.488e+00             349.876           2.293e+00             347.971           3.567e+01     
  30.000         -40.000            5.590e+00           3.055e+00             334.183           2.045e+00             331.850           3.388e+01     
  35.000         -40.000            5.061e+00           2.431e+00             319.061           1.634e+00             316.139           3.190e+01     
  40.000         -40.000            4.403e+00           1.659e+00             304.383           1.109e+00             300.599           2.964e+01     
  45.000         -40.000            3.680e+00           7.943e-01             290.232           5.414e-01             285.222           2.718e+01     
  50.000         -40.000            2.949e+00          -1.183e-01             276.898          -4.549e-03             270.258           2.473e+01     
  55.000         -40.000            2.244e+00          -1.058e+00             264.780          -4.919e-01             256.139           2.245e+01     
  60.000         -40.000            1.568e+00          -2.032e+00             254.263          -9.233e-01             243.299           2.043e+01     
  65.000         -40.000            9.012e-01          -3.061e+00             245.638          -1.329e+00             232.027           1.864e+01     
  70.000         -40.000            2.196e-01          -4.167e+00             239.093          -1.747e+00             222.415           1.703e+01     
  75.000         -40.000           -4.968e-01          -5.359e+00             234.768          -2.213e+00             214.400           1.550e+01     
  80.000         -40.000           -1.260e+00          -6.627e+00             232.804          -2.751e+00             207.823           1.401e+01     
  85.000         -40.000           -2.075e+00          -7.932e+00             233.377          -3.380e+00             202.481           1.247e+01     
  90.000         -40.000           -2.944e+00          -9.194e+00             236.637          -4.120e+00             198.131           1.086e+01     
  95.000         -40.000           -3.868e+00          -1.028e+01             242.521          -4.995e+00             194.488           9.106e+00     
 100.000         -40.000           -4.845e+00          -1.103e+01             250.420          -6.041e+00             191.188           7.176e+00     
 105.000         -40.000           -5.861e+00          -1.133e+01             259.033          -7.310e+00             187.716           5.007e+00     
 110.000         -40.000           -6.867e+00          -1.120e+01             266.827          -8.864e+00             183.266           2.540e+00     
 115.000         -40.000           -7.754e+00          -1.078e+01             272.806          -1.075e+01             176.432           9.686e-01     
 120.000         -40.000           -8.334e+00          -1.021e+01             276.801          -1.289e+01             164.786           4.388e+00     
 125.000         -40.000           -8.442e+00          -9.617e+00             279.248          -1.469e+01             145.674           9.249e+00     
 130.000         -40.000           -8.111e+00          -9.092e+00             280.895          -1.505e+01             122.450           1.643e+01     
 135.000         -40.000           -7.598e+00          -8.710e+00             282.636          -1.406e+01             105.555           3.343e+01     
 140.000         -40.000           -7.202e+00          -8.550e+00             285.477          -1.294e+01              98.464           2.533e+01     
 145.000         -40.000           -7.132e+00          -8.679e+00             290.582          -1.236e+01              99.333           2.091e+01     
 150.000         -40.000           -7.452e+00          -9.110e+00             299.410          -1.244e+01             107.362           2.017e+01     
 155.000         -40.000           -7.980e+00          -9.676e+00             313.611          -1.289e+01             123.520           2.167e+01     
 160.000         -40.000           -8.143e+00          -9.902e+00             333.583          -1.292e+01             147.719           2.633e+01     
 165.000         -40.000           -7.381e+00          -9.314e+00             355.781          -1.183e+01             173.682           3.510e+01     
 170.000         -40.000           -6.032e+00          -8.156e+00              15.046          -1.016e+01             194.389           4.000e+01     
 175.000         -40.000           -4.835e+00          -7.084e+00              30.001          -8.770e+00             209.649           4.000e+01     
-180.000         -35.000           -4.197e+00          -5.934e+00              42.069          -9.017e+00             221.883           4.000e+01     
-175.000         -35.000           -4.264e+00          -6.037e+00              53.889          -9.013e+00             233.983           4.000e+01     
-170.000         -35.000           -5.098e+00          -6.909e+00              66.589          -9.772e+00             247.031           4.000e+01     
-165.000         -35.000           -6.569e+00          -8.437e+00              82.472          -1.113e+01             263.022           4.000e+01     
-160.000         -35.000           -8.246e+00          -1.019e+01             103.822          -1.267e+01             283.539           4.000e+01     
-155.000         -35.000           -9.326e+00          -1.131e+01             129.678          -1.368e+01             307.086           3.323e+01     
-150.000         -35.000           -9.470e+00          -1.142e+01             153.142          -1.388e+01             327.626           2.669e+01     
-145.000         -35.000           -9.305e+00          -1.121e+01             169.333          -1.380e+01             340.540           2.267e+01     
-140.000         -35.000           -9.407e+00          -1.133e+01             178.974          -1.388e+01             345.210           1.875e+01     
-135.000         -35.000           -9.873e+00          -1.195e+01             184.004          -1.407e+01             342.179           1.457e+01     
-130.000         -35.000           -1.046e+01          -1.306e+01             185.853          -1.393e+01             333.010           1.066e+01     
-125.000         -35.000           -1.073e+01          -1.456e+01             185.732          -1.304e+01             321.835           8.077e+00     
-120.000         -35.000           -1.035e+01          -1.642e+01             185.203          -1.159e+01             313.052           8.101e+00     
-115.000         -35.000           -9.445e+00          -1.869e+01             186.854          -9.995e+00             307.916           1.038e+01     
-110.000         -35.000           -8.309e+00          -2.155e+01             195.909          -8.520e+00             305.570           1.360e+01     
-105.000         -35.000           -7.149e+00          -2.425e+01             223.993          -7.234e+00             304.862           1.713e+01     
-100.000         -35.000           -6.032e+00          -2.269e+01             266.155          -6.126e+00             304.908           2.075e+01     
 -95.000         -35.000           -4.960e+00          -1.836e+01             288.110          -5.163e+00             305.080           2.427e+01     
 -90.000         -35.000           -3.923e+00          -1.457e+01             296.238          -4.314e+00             304.929           2.744e+01     
 -85.000         -35.000           -2.913e+00          -1.152e+01             298.863          -3.557e+00             304.121           3.000e+01     
 -80.000         -35.000           -1.936e+00          -9.025e+00             298.714          -2.881e+00             302.401           3.186e+01     
 -75.000         -35.000           -1.005e+00          -6.940e+00             296.670          -2.284e+00             299.565           3.314e+01     
 -70.000         -35.000           -1.387e-01          -5.182e+00             293.006          -1.770e+00             295.442           3.410e+01     
 -65.000         -35.000            6.433e-01          -3.703e+00             287.748          -1.347e+00             289.861           3.500e+01     
 -60.000         -35.000            1.324e+00          -2.473e+00             280.805          -1.021e+00             282.647           3.600e+01     
 -55.000         -35.000            1.896e+00          -1.464e+00             272.015          -7.913e-01             273.604           3.719e+01     
 -50.000         -35.000            2.370e+00          -6.399e-01             261.185          -6.401e-01             262.537           3.857e+01     
 -45.000         -35.000            2.783e+00           5.336e-02             248.181          -5.273e-01             249.322           4.000e+01     
 -40.000         -35.000            3.194e+00           6.908e-01             233.054          -3.905e-01             234.026           4.000e+01     
 -35.000         -35.000            3.664e+00           1.344e+00             216.195          -1.691e-01             217.041           4.000e+01     
 -30.000         -35.000            4.211e+00           2.042e+00             198.289           1.557e-01             199.043           4.000e+01     
 -25.000         -35.000            4.789e+00           2.743e+00             180.016           5.372e-01             180.691           4.000e+01     
 -20.000         -35.000            5.305e+00           3.358e+00             161.710           8.829e-01             162.303           4.000e+01     
 -15.000         -35.000            5.672e+00           3.804e+00             143.246           1.108e+00             143.745           4.000e+01     
 -10.000         -35.000            5.858e+00           4.051e+00             124.209           1.178e+00             124.590           4.000e+01     
  -5.000         -35.000            5.898e+00           4.135e+00             104.182           1.131e+00             104.395           4.000e+01     
   0.000         -35.000            5.889e+00           4.155e+00              83.095           1.065e+00              83.064           4.000e+01     
   5.000         -35.000            5.931e+00           4.208e+00              61.468           1.083e+00              61.110           4.000e+01     
  10.000         -35.000            6.047e+00           4.317e+00              40.230           1.214e+00              39.501           4.000e+01     
  15.000         -35.000            6.165e+00           4.410e+00              20.154           1.382e+00              19.063           4.000e+01     
  20.000         -35.000            6.172e+00           4.377e+00               1.467           1.470e+00               0.040           3.857e+01     
  25.000         -35.000            5.990e+00           4.141e+00             343.931           1.390e+00             342.160           3.665e+01     
  30.000         -35.000            5.599e+00           3.685e+00             327.143           1.118e+00             324.938           3.469e+01     
  35.000         -35.000            5.033e+00           3.040e+00             310.779           6.915e-01             307.940           3.243e+01     
  40.000         -35.000            4.365e+00           2.274e+00             294.759           1.873e-01             290.974           2.987e+01     
  45.000         -35.000            3.674e+00           1.454e+00             279.311          -3.024e-01             274.214           2.721e+01     
  50.000         -35.000            3.015e+00           6.205e-01             264.897          -7.133e-01             258.167           2.471e+01     
  55.000         -35.000            2.397e+00          -2.273e-01             252.026          -1.036e+00             243.447           2.254e+01     
  60.000         -35.000            1.797e+00          -1.121e+00             241.076          -1.308e+00             230.509           2.068e+01     
  65.000         -35.000            1.177e+00          -2.101e+00             232.246          -1.581e+00             219.523           1.907e+01     
  70.000         -35.000            5.097e-01          -3.198e+00             225.612          -1.900e+00             210.433           1.761e+01     
  75.000         -35.000           -2.179e-01          -4.425e+00             221.225          -2.291e+00             203.063           1.620e+01     
  80.000         -35.000           -1.006e+00          -5.777e+00             219.192          -2.767e+00             197.194           1.478e+01     
  85.000         -35.000           -1.848e+00          -7.226e+00             219.731          -3.335e+00             192.595           1.328e+01     
  90.000         -35.000           -2.733e+00          -8.700e+00             223.161          -4.001e+00             189.025           1.168e+01     
  95.000         -35.000           -3.653e+00          -1.006e+01             229.749          -4.782e+00             186.212           9.931e+00     
 100.000         -35.000           -4.598e+00          -1.108e+01             239.233          -5.705e+00             183.824           7.999e+00     
 105.000         -35.000           -5.553e+00          -1.154e+01             250.220          -6.813e+00             181.414           5.849e+00     
 110.000         -35.000           -6.477e+00          -1.140e+01             260.464          -8.166e+00             178.318           3.453e+00     
 115.000         -35.000           -7.283e+00          -1.082e+01             268.252          -9.825e+00             173.448           1.233e+00     
 120.000         -35.000           -7.814e+00          -1.004e+01             273.220          -1.179e+01             164.929           3.334e+00     
 125.000         -35.000           -7.914e+00          -9.227e+00             275.948          -1.375e+01             150.086           7.574e+00     
 130.000         -35.000           -7.579e+00          -8.492e+00             277.395          -1.480e+01             128.809           1.341e+01     
 135.000         -35.000           -7.027e+00          -7.917e+00             278.625          -1.435e+01             109.246           2.286e+01     
 140.000         -35.000           -6.559e+00          -7.591e+00             280.727          -1.330e+01              98.643           3.656e+01     
 145.000         -35.000           -6.418e+00          -7.606e+00             284.893          -1.263e+01              96.733           2.432e+01     
 150.000         -35.000           -6.729e+00          -8.015e+00             292.613          -1.264e+01             102.324           2.211e+01     
 155.000         -35.000           -7.408e+00          -8.724e+00             305.864          -1.323e+01             116.232           2.262e+01     
 160.000         -35.000           -7.932e+00          -9.266e+00             326.116          -1.371e+01             139.787           2.624e+01     
 165.000         -35.000           -7.487e+00          -8.926e+00             350.561          -1.298e+01             168.165           3.451e+01     
 170.000         -35.000           -6.173e+00          -7.757e+00              12.404          -1.132e+01             191.730           4.000e+01     
 175.000         -35.000           -4.890e+00          -6.573e+00              29.009          -9.822e+00             208.672           4.000e+01     
-180.000         -30.000           -4.197e+00          -5.450e+00              42.058          -1.021e+01             221.856           4.000e+01     
-175.000         -30.000           -4.282e+00          -5.560e+00              54.590          -1.022e+01             234.649           4.000e+01     
-170.000         -30.000           -5.199e+00          -6.505e+00              68.267          -1.105e+01             248.648           4.000e+01     
-165.000         -30.000           -6.765e+00          -8.115e+00              85.860          -1.250e+01             266.266           4.000e+01     
-160.000         -30.000           -8.383e+00          -9.787e+00             109.724          -1.397e+01             289.087           4.000e+01     
-155.000         -30.000           -9.106e+00          -1.053e+01             137.027          -1.464e+01             314.011           3.253e+01     
-150.000         -30.000           -8.900e+00          -1.030e+01             159.328          -1.451e+01             333.620           2.703e+01     
-145.000         -30.000           -8.630e+00          -1.001e+01             173.452          -1.427e+01             344.462           2.310e+01     
-140.000         -30.000           -8.777e+00          -1.021e+01             181.237          -1.428e+01             346.985           1.901e+01     
-135.000         -30.000           -9.335e+00          -1.098e+01             184.633          -1.434e+01             342.248           1.475e+01     
-130.000         -30.000           -1.001e+01          -1.225e+01             184.893          -1.397e+01             332.631           1.098e+01     
-125.000         -30.000           -1.038e+01          -1.391e+01             183.109          -1.293e+01             322.595           8.730e+00     
-120.000         -30.000           -1.016e+01          -1.595e+01             180.774          -1.149e+01             315.548           9.080e+00     
-115.000         -30.000           -9.452e+00          -1.855e+01             180.314          -1.002e+01             311.912           1.161e+01     
-110.000         -30.000           -8.514e+00          -2.229e+01             187.166          -8.700e+00             310.706           1.529e+01     
-105.000         -30.000           -7.508e+00          -2.723e+01             223.326          -7.554e+00             310.889           1.969e+01     
-100.000         -30.000           -6.483e+00          -2.393e+01             285.861          -6.562e+00             311.663           2.472e+01     
 -95.000         -30.000           -5.440e+00          -1.802e+01             304.734          -5.686e+00             312.448           3.026e+01     
 -90.000         -30.000           -4.373e+00          -1.381e+01             309.826          -4.898e+00             312.812           3.563e+01     
 -85.000         -30.000           -3.292e+00          -1.063e+01             310.827          -4.177e+00             312.431           3.928e+01     
 -80.000         -30.000           -2.214e+00          -8.076e+00             309.783          -3.518e+00             311.060           4.000e+01     
 -75.000         -30.000           -1.169e+00          -5.953e+00             307.220          -2.924e+00             308.508           3.950e+01     
 -70.000         -30.000           -1.864e-01          -4.166e+00             303.247          -2.405e+00             304.617           3.862e+01     
 -65.000         -30.000            7.031e-01          -2.666e+00             297.819          -1.976e+00             299.241           3.815e+01     
 -60.000         -30.000            1.472e+00          -1.426e+00             290.806          -1.653e+00             292.215           3.821e+01     
 -55.000         -30.000            2.104e+00          -4.281e-01             282.005          -1.445e+00             283.335           3.876e+01     
 -50.000         -30.000            2.597e+00           3.528e-01             271.160          -1.345e+00             272.361           3.975e+01     
 -45.000         -30.000            2.980e+00           9.638e-01             258.019          -1.320e+00             259.066           4.000e+01     
 -40.000         -30.000            3.320e+00           1.483e+00             242.474          -1.304e+00             243.370           4.000e+01     
 -35.000         -30.000            3.702e+00           2.009e+00             224.776          -1.209e+00             225.548           4.000e+01     
 -30.000         -30.000            4.183e+00           2.606e+00             205.639          -9.810e-01             206.322           4.000e+01     
 -25.000         -30.000            4.741e+00           3.257e+00             185.962          -6.450e-01             186.574           4.000e+01     
 -20.000         -30.000            5.272e+00           3.863e+00             166.313          -3.034e-01             166.854           4.000e+01     
 -15.000         -30.000            5.665e+00           4.316e+00             146.661          -6.814e-02             147.118           4.000e+01     
 -10.000         -30.000            5.865e+00           4.561e+00             126.536           4.915e-03             126.884           4.000e+01     
  -5.000         -30.000            5.903e+00           4.632e+00             105.396          -5.199e-02             105.589           4.000e+01     
   0.000         -30.000            5.889e+00           4.639e+00              83.093          -1.272e-01              83.059           4.000e+01     
   5.000         -30.000            5.941e+00           4.698e+00              60.200          -9.883e-02              59.858           4.000e+01     
  10.000         -30.000            6.083e+00           4.834e+00              37.794           6.210e-02              37.104           4.000e+01     
  15.000         -30.000            6.222e+00           4.953e+00              16.726           2.597e-01              15.698           4.000e+01     
  20.000         -30.000            6.229e+00           4.929e+00             357.154           3.568e-01             355.813           3.978e+01     
  25.000         -30.000            6.021e+00           4.680e+00             338.714           2.641e-01             337.038           3.777e+01     
  30.000         -30.000            5.592e+00           4.201e+00             320.894          -2.826e-02             318.770           3.563e+01     
  35.000         -30.000            5.002e+00           3.548e+00             303.354          -4.577e-01             300.547           3.311e+01     
  40.000         -30.000            4.344e+00           2.808e+00             286.112          -9.173e-01             282.291           3.031e+01     
  45.000         -30.000            3.703e+00           2.055e+00             269.581          -1.304e+00             264.422           2.756e+01     
  50.000         -30.000            3.116e+00           1.313e+00             254.391          -1.574e+00             247.696           2.513e+01     
  55.000         -30.000            2.561e+00           5.531e-01             241.092          -1.755e+00             232.805           2.311e+01     
  60.000         -30.000            1.990e+00          -2.797e-01             229.981          -1.915e+00             220.098           2.142e+01     
  65.000         -30.000            1.358e+00          -1.235e+00             221.123          -2.115e+00             209.576           1.995e+01     
  70.000         -30.000            6.419e-01          -2.343e+00             214.480          -2.394e+00             201.054           1.858e+01     
  75.000         -30.000           -1.588e-01          -3.618e+00             210.025          -2.763e+00             194.288           1.723e+01     
  80.000         -30.000           -1.032e+00          -5.055e+00             207.828          -3.222e+00             189.038           1.583e+01     
  85.000         -30.000           -1.959e+00          -6.639e+00             208.119          -3.766e+00             185.077           1.432e+01     
  90.000         -30.000           -2.917e+00          -8.318e+00             211.344          -4.395e+00             182.175           1.266e+01     
  95.000         -30.000           -3.887e+00          -9.970e+00             218.115          -5.116e+00             180.078           1.083e+01     
 100.000         -30.000           -4.848e+00          -1.134e+01             228.758          -5.951e+00             178.475           8.796e+00     
 105.000         -30.000           -5.776e+00          -1.206e+01             242.170          -6.942e+00             176.959           6.551e+00     
 110.000         -30.000           -6.631e+00          -1.194e+01             255.282          -8.145e+00             174.952           4.090e+00     
 115.000         -30.000           -7.335e+00          -1.120e+01             265.208          -9.632e+00             171.546           1.664e+00     
 120.000         -30.000           -7.755e+00          -1.018e+01             271.241          -1.144e+01             165.206           2.776e+00     
 125.000         -30.000           -7.756e+00          -9.126e+00             274.209          -1.343e+01             153.458           6.671e+00     
 130.000         -30.000           -7.336e+00          -8.166e+00             275.393          -1.493e+01             134.506           1.188e+01     
 135.000         -30.000           -6.692e+00          -7.385e+00             276.081          -1.500e+01             113.503           1.938e+01     
 140.000         -30.000           -6.121e+00          -6.878e+00             277.482          -1.408e+01              99.789           3.662e+01     
 145.000         -30.000           -5.883e+00          -6.750e+00             280.808          -1.331e+01              95.350           2.871e+01     
 150.000         -30.000           -6.139e+00          -7.087e+00             287.527          -1.322e+01              98.868           2.444e+01     
 155.000         -30.000           -6.879e+00          -7.856e+00             299.731          -1.384e+01             110.767           2.405e+01     
 160.000         -30.000           -7.668e+00          -8.646e+00             319.690          -1.462e+01             133.137           2.677e+01     
 165.000         -30.000           -7.541e+00          -8.574e+00             345.758          -1.428e+01             163.085           3.440e+01     
 170.000         -30.000           -6.295e+00          -7.433e+00               9.970          -1.267e+01             189.270           4.000e+01     
 175.000         -30.000           -4.940e+00          -6.153e+00              28.121          -1.107e+01             207.789           4.000e+01     
-180.000         -25.000           -4.197e+00          -5.054e+00              42.048          -1.167e+01             221.820           4.000e+01     
-175.000         -25.000           -4.299e+00          -5.174e+00              55.194          -1.169e+01             235.208           4.000e+01     
-170.000         -25.000           -5.290e+00          -6.184e+00              69.745          -1.260e+01             250.062           4.000e+01     
-165.000         -25.000           -6.931e+00          -7.856e+00              88.909          -1.410e+01             269.188           4.000e+01     
-160.000         -25.000           -8.449e+00          -9.411e+00             114.912          -1.547e+01             293.992           4.000e+01     
-155.000         -25.000           -8.838e+00          -9.806e+00             142.902          -1.583e+01             319.620           3.280e+01     
-150.000         -25.000           -8.403e+00          -9.356e+00             163.843          -1.546e+01             338.020           2.787e+01     
-145.000         -25.000           -8.116e+00          -9.074e+00             176.266          -1.515e+01             347.073           2.389e+01     
-140.000         -25.000           -8.354e+00          -9.379e+00             182.584          -1.513e+01             347.902           1.963e+01     
-135.000         -25.000           -9.045e+00          -1.029e+01             184.623          -1.509e+01             341.941           1.531e+01     
-130.000         -25.000           -9.883e+00          -1.169e+01             183.467          -1.457e+01             332.199           1.161e+01     
-125.000         -25.000           -1.045e+01          -1.347e+01             180.103          -1.345e+01             323.163           9.525e+00     
-120.000         -25.000           -1.047e+01          -1.564e+01             175.909          -1.205e+01             317.440           1.005e+01     
-115.000         -25.000           -1.002e+01          -1.848e+01             172.860          -1.069e+01             314.953           1.293e+01     
-110.000         -25.000           -9.297e+00          -2.300e+01             174.879          -9.486e+00             314.671           1.754e+01     
-105.000         -25.000           -8.435e+00          -3.257e+01             215.602          -8.452e+00             315.615           2.425e+01     
-100.000         -25.000           -7.466e+00          -2.468e+01             310.552          -7.549e+00             317.036           3.624e+01     
 -95.000         -25.000           -6.393e+00          -1.755e+01             320.128          -6.738e+00             318.373           4.000e+01     
 -90.000         -25.000           -5.229e+00          -1.317e+01             321.632          -5.990e+00             319.199           3.614e+01     
 -85.000         -25.000           -4.008e+00          -9.937e+00             321.000          -5.288e+00             319.190           3.722e+01     
 -80.000         -25.000           -2.771e+00          -7.354e+00             319.084          -4.629e+00             318.107           4.000e+01     
 -75.000         -25.000           -1.563e+00          -5.206e+00             316.001          -4.021e+00             315.771           4.000e+01     
 -70.000         -25.000           -4.246e-01          -3.391e+00             311.699          -3.480e+00             312.046           4.000e+01     
 -65.000         -25.000            6.056e-01          -1.861e+00             306.065          -3.026e+00             306.809           4.000e+01     
 -60.000         -25.000            1.495e+00          -5.966e-01             298.940          -2.683e+00             299.913           4.000e+01     
 -55.000         -25.000            2.217e+00           4.126e-01             290.107          -2.468e+00             291.170           4.000e+01     
 -50.000         -25.000            2.764e+00           1.181e+00             279.271          -2.386e+00             280.317           4.000e+01     
 -45.000         -25.000            3.155e+00           1.744e+00             266.102          -2.414e+00             267.058           4.000e+01     
 -40.000         -25.000            3.454e+00           2.177e+00             250.351          -2.487e+00             251.185           4.000e+01     
 -35.000         -25.000            3.762e+00           2.592e+00             232.100          -2.504e+00             232.816           4.000e+01     
 -30.000         -25.000            4.176e+00           3.089e+00             212.009          -2.373e+00             212.636           4.000e+01     
 -25.000         -25.000            4.702e+00           3.682e+00             191.135          -2.091e+00             191.697           4.000e+01     
 -20.000         -25.000            5.241e+00           4.274e+00             170.296          -1.760e+00             170.798           4.000e+01     
 -15.000         -25.000            5.656e+00           4.732e+00             149.594          -1.517e+00             150.019           4.000e+01     
 -10.000         -25.000            5.870e+00           4.978e+00             128.525          -1.440e+00             128.846           4.000e+01     
  -5.000         -25.000            5.907e+00           5.038e+00             106.435          -1.504e+00             106.611           4.000e+01     
   0.000         -25.000            5.889e+00           5.034e+00              83.092          -1.587e+00              83.053           4.000e+01     
   5.000         -25.000            5.950e+00           5.100e+00              59.112          -1.549e+00              58.783           4.000e+01     
  10.000         -25.000            6.115e+00           5.259e+00              35.715          -1.362e+00              35.056           4.000e+01     
  15.000         -25.000            6.271e+00           5.401e+00              13.811          -1.141e+00              12.831           4.000e+01     
  20.000         -25.000            6.272e+00           5.380e+00             353.483          -1.039e+00             352.203           4.000e+01     
  25.000         -25.000            6.038e+00           5.116e+00             334.237          -1.146e+00             332.625           3.912e+01     
  30.000         -25.000            5.579e+00           4.620e+00             315.477          -1.454e+00             313.398           3.680e+01     
  35.000         -25.000            4.976e+00           3.971e+00             296.876          -1.873e+00             294.071           3.406e+01     
  40.000         -25.000            4.341e+00           3.272e+00             278.589          -2.272e+00             274.729           3.111e+01     
  45.000         -25.000            3.754e+00           2.595e+00             261.229          -2.549e+00             256.059           2.835e+01     
  50.000         -25.000            3.224e+00           1.940e+00             245.548          -2.694e+00             238.995           2.603e+01     
  55.000         -25.000            2.698e+00           1.248e+00             232.067          -2.772e+00             224.196           2.416e+01     
  60.000         -25.000            2.112e+00           4.512e-01             220.952          -2.868e+00             211.843           2.260e+01     
  65.000         -25.000            1.421e+00          -5.025e-01             212.141          -3.042e+00             201.786           2.123e+01     
  70.000         -25.000            6.129e-01          -1.638e+00             205.501          -3.318e+00             193.754           1.992e+01     
  75.000         -25.000           -3.040e-01          -2.964e+00             200.949          -3.696e+00             187.478           1.859e+01     
  80.000         -25.000           -1.307e+00          -4.479e+00             198.520          -4.163e+00             182.721           1.716e+01     
  85.000         -25.000           -2.368e+00          -6.175e+00             198.433          -4.706e+00             179.270           1.558e+01     
  90.000         -25.000           -3.454e+00          -8.030e+00             201.187          -5.316e+00             176.914           1.381e+01     
  95.000         -25.000           -4.531e+00          -9.960e+00             207.656          -5.997e+00             175.410           1.179e+01     
 100.000         -25.000           -5.562e+00          -1.172e+01             218.874          -6.768e+00             174.460           9.546e+00     
 105.000         -25.000           -6.504e+00          -1.280e+01             234.561          -7.666e+00             173.680           7.076e+00     
 110.000         -25.000           -7.301e+00          -1.277e+01             250.987          -8.750e+00             172.540           4.418e+00     
 115.000         -25.000           -7.873e+00          -1.184e+01             263.417          -1.010e+01             170.246           1.812e+00     
 120.000         -25.000           -8.109e+00          -1.055e+01             270.557          -1.177e+01             165.476           2.624e+00     
 125.000         -25.000           -7.918e+00          -9.238e+00             273.675          -1.373e+01             156.003           6.397e+00     
 130.000         -25.000           -7.329e+00          -8.049e+00             274.503          -1.549e+01             139.282           1.130e+01     
 135.000         -25.000           -6.543e+00          -7.063e+00             274.606          -1.602e+01             117.825           1.795e+01     
 140.000         -25.000           -5.847e+00          -6.374e+00             275.331          -1.527e+01             101.497           2.932e+01     
 145.000         -25.000           -5.498e+00          -6.095e+00             277.913          -1.442e+01              94.767           3.472e+01     
 150.000         -25.000           -5.678e+00          -6.334e+00             283.774          -1.421e+01              96.518           2.714e+01     
 155.000         -25.000           -6.426e+00          -7.107e+00             295.007          -1.481e+01             106.731           2.588e+01     
 160.000         -25.000           -7.395e+00          -8.074e+00             314.391          -1.579e+01             127.781           2.784e+01     
 165.000         -25.000           -7.553e+00          -8.258e+00             341.515          -1.579e+01             158.603           3.483e+01     
 170.000         -25.000           -6.397e+00          -7.173e+00               7.798          -1.426e+01             187.069           4.000e+01     
 175.000         -25.000           -4.984e+00          -5.814e+00              27.347          -1.258e+01             207.012           4.000e+01     
-180.000         -20.000           -4.197e+00          -4.740e+00              42.039          -1.350e+01             221.767           4.000e+01     
-175.000         -20.000           -4.315e+00          -4.868e+00              55.695          -1.354e+01             235.647           4.000e+01     
-170.000         -20.000           -5.369e+00          -5.934e+00              70.996          -1.450e+01             251.242           4.000e+01     
-165.000         -20.000           -7.064e+00          -7.650e+00              91.533          -1.606e+01             271.701           4.000e+01     
-160.000         -20.000           -8.465e+00          -9.073e+00             119.241          -1.730e+01             298.110           4.000e+01     
-155.000         -20.000           -8.574e+00          -9.184e+00             147.409          -1.740e+01             323.964           3.386e+01     
-150.000         -20.000           -8.002e+00          -8.605e+00             167.078          -1.687e+01             341.171           2.922e+01     
-145.000         -20.000           -7.744e+00          -8.359e+00             178.167          -1.654e+01             348.784           2.514e+01     
-140.000         -20.000           -8.092e+00          -8.767e+00             183.334          -1.651e+01             348.317           2.075e+01     
-135.000         -20.000           -8.937e+00          -9.794e+00             184.249          -1.640e+01             341.498           1.638e+01     
-130.000         -20.000           -9.980e+00          -1.131e+01             181.854          -1.578e+01             331.801           1.267e+01     
-125.000         -20.000           -1.083e+01          -1.318e+01             177.056          -1.461e+01             323.592           1.058e+01     
