Theta            Phi               dBi                 abs_theta              phase_theta      abs_phi                phase_phi         ax_ratio
 -10.000          45.000            5.833e+00           2.698e+00             118.554           2.944e+00             299.095           4.000e+01     
  -5.000          45.000            5.885e+00           2.825e+00             101.220           2.923e+00             281.556           4.000e+01     
   0.000          45.000            5.889e+00           2.881e+00              83.070           2.877e+00             263.100           4.000e+01     
   5.000          45.000            5.912e+00           2.927e+00              64.494           2.876e+00             244.118           4.000e+01     
  10.000          45.000            5.972e+00           2.980e+00              46.115           2.943e+00             225.286           4.000e+01     
  15.000          45.000            6.033e+00           3.005e+00              28.511           3.040e+00             207.248           3.916e+01     
  20.000          45.000            6.023e+00           2.934e+00              11.975           3.089e+00             190.323           3.683e+01     
  25.000          45.000            5.877e+00           2.709e+00             356.505           3.019e+00             174.484           3.508e+01     
  30.000          45.000            5.561e+00           2.297e+00             341.928           2.790e+00             159.491           3.346e+01     
  35.000          45.000            5.075e+00           1.700e+00             328.044           2.401e+00             145.052           3.169e+01     
  40.000          45.000            4.445e+00           9.424e-01             314.730           1.877e+00             130.943           2.966e+01     
  45.000          45.000            3.717e+00           6.315e-02             301.996           1.267e+00             117.070           2.741e+01     
  50.000          45.000            2.937e+00          -8.987e-01             289.993           6.200e-01             103.506           2.507e+01     
  55.000          45.000            2.145e+00          -1.914e+00             278.985          -2.104e-02              90.475           2.277e+01     
  60.000          45.000            1.362e+00          -2.969e+00             269.283          -6.362e-01              78.273           2.064e+01     
  65.000          45.000            5.912e-01          -4.064e+00             261.183          -1.229e+00              67.177           1.868e+01     
  70.000          45.000           -1.793e-01          -5.200e+00             254.932          -1.821e+00              57.358           1.689e+01     
  75.000          45.000           -9.656e-01          -6.376e+00             250.731          -2.439e+00              48.867           1.521e+01     
  80.000          45.000           -1.784e+00          -7.572e+00             248.744          -3.114e+00              41.643           1.357e+01     
  85.000          45.000           -2.650e+00          -8.743e+00             249.088          -3.875e+00              35.543           1.193e+01     
  90.000          45.000           -3.575e+00          -9.813e+00             251.754          -4.754e+00              30.353           1.022e+01     
  95.000          45.000           -4.567e+00          -1.068e+01             256.463          -5.787e+00              25.788           8.385e+00     
 100.000          45.000           -5.630e+00          -1.124e+01             262.521          -7.023e+00              21.445           6.358e+00     
 105.000          45.000           -6.743e+00          -1.147e+01             268.903          -8.528e+00              16.705           4.054e+00     
 110.000          45.000           -7.839e+00          -1.138e+01             274.619          -1.037e+01              10.498           1.348e+00     
 115.000          45.000           -8.766e+00          -1.109e+01             279.094          -1.259e+01               0.817           1.961e+00     
 120.000          45.000           -9.302e+00          -1.070e+01             282.276          -1.491e+01             344.245           6.232e+00     
 125.000          45.000           -9.305e+00          -1.029e+01             284.506          -1.622e+01             319.351           1.226e+01     
 130.000          45.000           -8.895e+00          -9.948e+00             286.391          -1.557e+01             295.930           2.330e+01     
 135.000          45.000           -8.374e+00          -9.728e+00             288.703          -1.410e+01             283.310           2.760e+01     
 140.000          45.000           -8.017e+00          -9.696e+00             292.367          -1.296e+01             280.197           2.006e+01     
 145.000          45.000           -7.970e+00          -9.887e+00             298.487          -1.245e+01             284.235           1.844e+01     
 150.000          45.000           -8.209e+00          -1.026e+01             308.354          -1.246e+01             295.084           1.897e+01     
 155.000          45.000           -8.454e+00          -1.059e+01             323.014          -1.257e+01             313.254           2.160e+01     
 160.000          45.000           -8.184e+00          -1.047e+01             341.763          -1.206e+01             336.709           2.725e+01     
 165.000          45.000           -7.170e+00          -9.712e+00               1.112          -1.071e+01             359.304           3.610e+01     
 170.000          45.000           -5.852e+00          -8.620e+00              17.681          -9.118e+00              17.117           4.000e+01     
 175.000          45.000           -4.768e+00          -7.683e+00              30.915          -7.876e+00              30.773           4.000e+01     
-180.000          50.000           -4.197e+00          -8.029e+00              41.903          -6.517e+00              42.081           4.000e+01     
-175.000          50.000           -4.220e+00          -8.138e+00              51.049          -6.479e+00              51.640           4.000e+01     
-170.000          50.000           -4.786e+00          -8.792e+00              60.404          -6.987e+00              61.437           4.000e+01     
-165.000          50.000           -5.871e+00          -9.989e+00              70.950          -8.000e+00              72.295           3.884e+01     
-160.000          50.000           -7.392e+00          -1.166e+01              83.866          -9.427e+00              85.036           4.000e+01     
-155.000          50.000           -9.142e+00          -1.359e+01             100.388          -1.107e+01             100.243           4.000e+01     
-150.000          50.000           -1.077e+01          -1.534e+01             120.683          -1.264e+01             117.411           3.129e+01     
-145.000          50.000           -1.199e+01          -1.647e+01             142.004          -1.391e+01             134.086           2.357e+01     
-140.000          50.000           -1.287e+01          -1.706e+01             160.103          -1.495e+01             146.750           1.889e+01     
-135.000          50.000           -1.373e+01          -1.755e+01             173.211          -1.606e+01             152.508           1.490e+01     
-130.000          50.000           -1.473e+01          -1.825e+01             182.006          -1.729e+01             148.800           1.057e+01     
-125.000          50.000           -1.552e+01          -1.922e+01             187.845          -1.793e+01             133.995           6.047e+00     
-120.000          50.000           -1.527e+01          -2.040e+01             192.211          -1.687e+01             114.286           4.012e+00     
-115.000          50.000           -1.377e+01          -2.161e+01             196.922          -1.455e+01             100.168           7.152e+00     
-110.000          50.000           -1.173e+01          -2.256e+01             204.132          -1.211e+01              92.806           1.118e+01     
-105.000          50.000           -9.767e+00          -2.284e+01             215.195          -9.987e+00              89.271           1.484e+01     
-100.000          50.000           -8.035e+00          -2.204e+01             228.473          -8.212e+00              87.459           1.807e+01     
 -95.000          50.000           -6.537e+00          -2.025e+01             240.013          -6.726e+00              86.218           2.093e+01     
 -90.000          50.000           -5.232e+00          -1.799e+01             247.609          -5.468e+00              84.899           2.350e+01     
 -85.000          50.000           -4.078e+00          -1.569e+01             251.476          -4.389e+00              83.100           2.581e+01     
 -80.000          50.000           -3.044e+00          -1.353e+01             252.461          -3.451e+00              80.546           2.791e+01     
 -75.000          50.000           -2.105e+00          -1.157e+01             251.197          -2.627e+00              77.037           2.982e+01     
 -70.000          50.000           -1.246e+00          -9.812e+00             248.033          -1.896e+00              72.412           3.155e+01     
 -65.000          50.000           -4.502e-01          -8.241e+00             243.146          -1.240e+00              66.553           3.310e+01     
 -60.000          50.000            2.955e-01          -6.826e+00             236.630          -6.413e-01              59.379           3.444e+01     
 -55.000          50.000            1.008e+00          -5.537e+00             228.568          -7.964e-02              50.869           3.556e+01     
 -50.000          50.000            1.705e+00          -4.344e+00             219.085           4.644e-01              41.074           3.648e+01     
 -45.000          50.000            2.398e+00          -3.222e+00             208.380           1.006e+00              30.138           3.727e+01     
 -40.000          50.000            3.090e+00          -2.162e+00             196.707           1.551e+00              18.274           3.805e+01     
 -35.000          50.000            3.766e+00          -1.171e+00             184.335           2.086e+00               5.727           3.891e+01     
 -30.000          50.000            4.397e+00          -2.749e-01             171.469           2.586e+00             352.697           3.987e+01     
 -25.000          50.000            4.943e+00           4.931e-01             158.205           3.012e+00             339.280           4.000e+01     
 -20.000          50.000            5.371e+00           1.104e+00             144.507           3.333e+00             325.440           4.000e+01     
 -15.000          50.000            5.661e+00           1.545e+00             130.249           3.531e+00             311.038           4.000e+01     
 -10.000          50.000            5.819e+00           1.825e+00             115.280           3.610e+00             295.895           4.000e+01     
  -5.000          50.000            5.878e+00           1.978e+00              99.520           3.606e+00             279.893           4.000e+01     
   0.000          50.000            5.889e+00           2.053e+00              83.067           3.573e+00             263.097           4.000e+01     
   5.000          50.000            5.901e+00           2.096e+00              66.247           3.561e+00             245.837           4.000e+01     
  10.000          50.000            5.930e+00           2.122e+00              49.545           3.594e+00             228.641           4.000e+01     
  15.000          50.000            5.954e+00           2.108e+00              33.429           3.645e+00             212.035           3.843e+01     
  20.000          50.000            5.923e+00           2.009e+00              18.191           3.660e+00             196.344           3.601e+01     
  25.000          50.000            5.782e+00           1.777e+00               3.911           3.581e+00             181.635           3.423e+01     
  30.000          50.000            5.498e+00           1.381e+00             350.520           3.369e+00             167.794           3.270e+01     
  35.000          50.000            5.059e+00           8.135e-01             337.898           3.010e+00             154.628           3.117e+01     
  40.000          50.000            4.476e+00           8.532e-02             325.951           2.511e+00             141.956           2.949e+01     
  45.000          50.000            3.773e+00          -7.795e-01             314.657           1.898e+00             129.662           2.761e+01     
  50.000          50.000            2.983e+00          -1.751e+00             304.085           1.203e+00             117.716           2.559e+01     
  55.000          50.000            2.138e+00          -2.801e+00             294.387           4.594e-01             106.182           2.349e+01     
  60.000          50.000            1.265e+00          -3.906e+00             285.780          -3.086e-01              95.201           2.141e+01     
  65.000          50.000            3.783e-01          -5.049e+00             278.506          -1.088e+00              84.945           1.939e+01     
  70.000          50.000           -5.195e-01          -6.215e+00             272.801          -1.883e+00              75.568           1.747e+01     
  75.000          50.000           -1.435e+00          -7.388e+00             268.872          -2.707e+00              67.172           1.563e+01     
  80.000          50.000           -2.380e+00          -8.536e+00             266.872          -3.585e+00              59.778           1.384e+01     
  85.000          50.000           -3.374e+00          -9.616e+00             266.858          -4.552e+00              53.326           1.205e+01     
  90.000          50.000           -4.433e+00          -1.056e+01             268.725          -5.647e+00              47.673           1.020e+01     
  95.000          50.000           -5.573e+00          -1.130e+01             272.119          -6.925e+00              42.571           8.239e+00     
 100.000          50.000           -6.800e+00          -1.179e+01             276.425          -8.457e+00              37.611           6.089e+00     
 105.000          50.000           -8.088e+00          -1.201e+01             280.903          -1.035e+01              32.064           3.699e+00     
 110.000          50.000           -9.340e+00          -1.201e+01             284.919          -1.272e+01              24.440           1.614e+00     
 115.000          50.000           -1.034e+01          -1.186e+01             288.146          -1.564e+01              11.344           3.923e+00     
 120.000          50.000           -1.081e+01          -1.163e+01             290.602          -1.846e+01             346.261           9.122e+00     
 125.000          50.000           -1.066e+01          -1.140e+01             292.598          -1.875e+01             312.017           1.826e+01     
 130.000          50.000           -1.013e+01          -1.120e+01             294.663          -1.671e+01             290.269           2.996e+01     
 135.000          50.000           -9.553e+00          -1.111e+01             297.499          -1.477e+01             282.874           1.861e+01     
 140.000          50.000           -9.174e+00          -1.114e+01             301.956          -1.356e+01             284.065           1.641e+01     
 145.000          50.000           -9.055e+00          -1.130e+01             309.003          -1.299e+01             291.671           1.651e+01     
 150.000          50.000           -9.070e+00          -1.150e+01             319.558          -1.275e+01             305.510           1.828e+01     
 155.000          50.000           -8.884e+00          -1.150e+01             333.854          -1.232e+01             324.899           2.216e+01     
 160.000          50.000           -8.155e+00          -1.108e+01             350.463          -1.125e+01             346.267           2.872e+01     
 165.000          50.000           -6.949e+00          -1.022e+01               6.657          -9.715e+00               5.106           3.739e+01     
 170.000          50.000           -5.682e+00          -9.224e+00              20.560          -8.219e+00              19.998           4.000e+01     
 175.000          50.000           -4.707e+00          -8.425e+00              32.050          -7.108e+00              31.888           4.000e+01     
-180.000          55.000           -4.197e+00          -9.017e+00              41.883          -5.934e+00              42.069           4.000e+01     
-175.000          55.000           -4.208e+00          -9.139e+00              49.976          -5.891e+00              50.617           4.000e+01     
-170.000          55.000           -4.688e+00          -9.730e+00              58.131          -6.320e+00              59.280           4.000e+01     
-165.000          55.000           -5.628e+00          -1.080e+01              66.980          -7.200e+00              68.581           3.782e+01     
-160.000          55.000           -6.994e+00          -1.235e+01              77.275          -8.491e+00              79.031           3.712e+01     
-155.000          55.000           -8.702e+00          -1.428e+01              89.939          -1.011e+01              91.069           4.000e+01     
-150.000          55.000           -1.060e+01          -1.640e+01             105.850          -1.192e+01             104.773           4.000e+01     
-145.000          55.000           -1.247e+01          -1.836e+01             124.910          -1.376e+01             119.323           2.740e+01     
-140.000          55.000           -1.419e+01          -1.982e+01             144.848          -1.558e+01             132.613           2.042e+01     
-135.000          55.000           -1.585e+01          -2.081e+01             162.308          -1.751e+01             141.479           1.536e+01     
-130.000          55.000           -1.763e+01          -2.166e+01             175.664          -1.982e+01             141.377           1.045e+01     
-125.000          55.000           -1.927e+01          -2.259e+01             185.269          -2.199e+01             124.518           4.682e+00     
-120.000          55.000           -1.925e+01          -2.362e+01             192.286          -2.123e+01              93.503           2.745e+00     
-115.000          55.000           -1.697e+01          -2.456e+01             198.090          -1.780e+01              74.031           9.039e+00     
-110.000          55.000           -1.412e+01          -2.512e+01             204.111          -1.448e+01              66.673           1.445e+01     
-105.000          55.000           -1.160e+01          -2.497e+01             211.181          -1.180e+01              64.181           1.874e+01     
-100.000          55.000           -9.494e+00          -2.394e+01             218.706          -9.653e+00              63.345           2.215e+01     
 -95.000          55.000           -7.731e+00          -2.219e+01             225.177          -7.890e+00              62.860           2.494e+01     
 -90.000          55.000           -6.226e+00          -2.006e+01             229.582          -6.409e+00              62.117           2.727e+01     
 -85.000          55.000           -4.913e+00          -1.784e+01             231.770          -5.140e+00              60.783           2.925e+01     
 -80.000          55.000           -3.744e+00          -1.569e+01             231.972          -4.031e+00              58.649           3.092e+01     
 -75.000          55.000           -2.685e+00          -1.368e+01             230.438          -3.046e+00              55.575           3.231e+01     
 -70.000          55.000           -1.712e+00          -1.182e+01             227.347          -2.157e+00              51.461           3.344e+01     
 -65.000          55.000           -8.030e-01          -1.011e+01             222.823          -1.344e+00              46.249           3.432e+01     
 -60.000          55.000            5.690e-02          -8.542e+00             216.966          -5.885e-01              39.920           3.500e+01     
 -55.000          55.000            8.806e-01          -7.087e+00             209.886           1.250e-01              32.500           3.554e+01     
 -50.000          55.000            1.676e+00          -5.735e+00             201.720           8.061e-01              24.069           3.602e+01     
 -45.000          55.000            2.445e+00          -4.479e+00             192.625           1.459e+00              14.744           3.655e+01     
 -40.000          55.000            3.179e+00          -3.321e+00             182.769           2.079e+00               4.670           3.718e+01     
 -35.000          55.000            3.863e+00          -2.274e+00             172.293           2.652e+00             353.983           3.795e+01     
 -30.000          55.000            4.472e+00          -1.355e+00             161.289           3.156e+00             342.778           3.885e+01     
 -25.000          55.000            4.983e+00          -5.834e-01             149.781           3.571e+00             331.082           3.985e+01     
 -20.000          55.000            5.377e+00           2.912e-02             137.731           3.878e+00             318.854           4.000e+01     
 -15.000          55.000            5.647e+00           4.804e-01             125.065           4.071e+00             306.003           4.000e+01     
 -10.000          55.000            5.803e+00           7.838e-01             111.715           4.162e+00             292.430           4.000e+01     
  -5.000          55.000            5.872e+00           9.667e-01              97.675           4.176e+00             278.097           4.000e+01     
   0.000          55.000            5.889e+00           1.065e+00              83.064           4.155e+00             263.095           4.000e+01     
   5.000          55.000            5.890e+00           1.108e+00              68.143           4.135e+00             247.689           4.000e+01     
  10.000          55.000            5.889e+00           1.109e+00              53.274           4.132e+00             232.274           4.000e+01     
  15.000          55.000            5.873e+00           1.057e+00              38.820           4.134e+00             217.261           3.786e+01     
  20.000          55.000            5.810e+00           9.230e-01              25.045           4.106e+00             202.950           3.533e+01     
  25.000          55.000            5.661e+00           6.732e-01              12.078           4.005e+00             189.469           3.348e+01     
  30.000          55.000            5.396e+00           2.825e-01             359.934           3.797e+00             176.805           3.197e+01     
  35.000          55.000            4.998e+00          -2.605e-01             348.573           3.462e+00             164.865           3.057e+01     
  40.000          55.000            4.467e+00          -9.540e-01             337.945           2.998e+00             153.532           2.916e+01     
  45.000          55.000            3.812e+00          -1.785e+00             328.035           2.412e+00             142.712           2.763e+01     
  50.000          55.000            3.051e+00          -2.733e+00             318.873           1.721e+00             132.350           2.599e+01     
  55.000          55.000            2.206e+00          -3.775e+00             310.545           9.433e-01             122.442           2.423e+01     
  60.000          55.000            1.295e+00          -4.886e+00             303.184           9.765e-02             113.027           2.240e+01     
  65.000          55.000            3.331e-01          -6.043e+00             296.955          -8.041e-01             104.180           2.054e+01     
  70.000          55.000           -6.712e-01          -7.219e+00             292.032          -1.758e+00              95.987           1.869e+01     
  75.000          55.000           -1.718e+00          -8.387e+00             288.572          -2.771e+00              88.526           1.684e+01     
  80.000          55.000           -2.814e+00          -9.509e+00             286.678          -3.860e+00              81.847           1.501e+01     
  85.000          55.000           -3.973e+00          -1.054e+01             286.358          -5.055e+00              75.958           1.315e+01     
  90.000          55.000           -5.216e+00          -1.143e+01             287.466          -6.403e+00              70.809           1.125e+01     
  95.000          55.000           -6.560e+00          -1.213e+01             289.680          -7.970e+00              66.272           9.269e+00     
 100.000          55.000           -8.015e+00          -1.262e+01             292.527          -9.860e+00              62.086           7.195e+00     
 105.000          55.000           -9.552e+00          -1.291e+01             295.503          -1.224e+01              57.679           5.203e+00     
 110.000          55.000           -1.105e+01          -1.302e+01             298.219          -1.543e+01              51.575           4.406e+00     
 115.000          55.000           -1.221e+01          -1.301e+01             300.501          -1.995e+01              38.639           7.080e+00     
 120.000          55.000           -1.268e+01          -1.293e+01             302.422          -2.524e+01             357.284           1.423e+01     
 125.000          55.000           -1.241e+01          -1.282e+01             304.281          -2.279e+01             301.583           3.735e+01     
 130.000          55.000           -1.175e+01          -1.274e+01             306.561          -1.866e+01             286.254           1.692e+01     
 135.000          55.000           -1.108e+01          -1.269e+01             309.884          -1.617e+01             285.774           1.415e+01     
 140.000          55.000           -1.059e+01          -1.270e+01             314.967          -1.473e+01             292.054           1.412e+01     
 145.000          55.000           -1.023e+01          -1.272e+01             322.495          -1.383e+01             303.610           1.566e+01     
 150.000          55.000           -9.817e+00          -1.265e+01             332.835          -1.302e+01             319.712           1.879e+01     
 155.000          55.000           -9.090e+00          -1.233e+01             345.547          -1.188e+01             338.227           2.389e+01     
 160.000          55.000           -7.975e+00          -1.169e+01             359.210          -1.038e+01             355.909           3.091e+01     
 165.000          55.000           -6.683e+00          -1.083e+01              12.161          -8.791e+00              10.808           3.879e+01     
 170.000          55.000           -5.506e+00          -9.975e+00              23.503          -7.426e+00              22.923           4.000e+01     
 175.000          55.000           -4.644e+00          -9.322e+00              33.253          -6.452e+00              33.064           4.000e+01     
-180.000          60.000           -4.197e+00          -1.021e+01              41.856          -5.450e+00              42.058           4.000e+01     
-175.000          60.000           -4.201e+00          -1.036e+01              48.821          -5.407e+00              49.536           4.000e+01     
-170.000          60.000           -4.602e+00          -1.090e+01              55.743          -5.764e+00              57.050           4.000e+01     
-165.000          60.000           -5.402e+00          -1.186e+01              62.977          -6.515e+00              64.890           3.709e+01     
-160.000          60.000           -6.592e+00          -1.325e+01              70.920          -7.648e+00              73.319           3.528e+01     
-155.000          60.000           -8.157e+00          -1.508e+01              80.073          -9.144e+00              82.549           3.519e+01     
-150.000          60.000           -1.007e+01          -1.730e+01              91.078          -1.098e+01              92.664           3.930e+01     
-145.000          60.000           -1.228e+01          -1.983e+01             104.696          -1.312e+01             103.439           4.000e+01     
-140.000          60.000           -1.480e+01          -2.245e+01             121.476          -1.561e+01             114.015           2.618e+01     
-135.000          60.000           -1.770e+01          -2.484e+01             140.882          -1.863e+01             122.295           1.786e+01     
-130.000          60.000           -2.122e+01          -2.674e+01             160.612          -2.265e+01             122.687           1.043e+01     
-125.000          60.000           -2.475e+01          -2.819e+01             177.864          -2.737e+01              94.608           1.309e+00     
-120.000          60.000           -2.337e+01          -2.932e+01             191.176          -2.464e+01              44.005           1.202e+01     
-115.000          60.000           -1.898e+01          -3.013e+01             200.314          -1.933e+01              30.409           2.660e+01     
-110.000          60.000           -1.536e+01          -3.033e+01             205.564          -1.550e+01              29.131           3.923e+01     
-105.000          60.000           -1.254e+01          -2.963e+01             207.883          -1.263e+01              30.546           4.000e+01     
-100.000          60.000           -1.028e+01          -2.801e+01             208.742          -1.036e+01              32.321           4.000e+01     
 -95.000          60.000           -8.402e+00          -2.576e+01             209.209          -8.483e+00              33.708           3.955e+01     
 -90.000          60.000           -6.793e+00          -2.325e+01             209.477          -6.892e+00              34.405           3.788e+01     
 -85.000          60.000           -5.381e+00          -2.074e+01             209.303          -5.510e+00              34.267           3.674e+01     
 -80.000          60.000           -4.117e+00          -1.833e+01             208.424          -4.284e+00              33.212           3.595e+01     
 -75.000          60.000           -2.964e+00          -1.610e+01             206.668          -3.181e+00              31.190           3.541e+01     
 -70.000          60.000           -1.899e+00          -1.403e+01             203.947          -2.173e+00              28.177           3.504e+01     
 -65.000          60.000           -9.021e-01          -1.212e+01             200.237          -1.243e+00              24.170           3.483e+01     
 -60.000          60.000            3.778e-02          -1.036e+01             195.550          -3.773e-01              19.189           3.476e+01     
 -55.000          60.000            9.282e-01          -8.749e+00             189.935           4.332e-01              13.279           3.485e+01     
 -50.000          60.000            1.771e+00          -7.267e+00             183.465           1.192e+00               6.509           3.511e+01     
 -45.000          60.000            2.563e+00          -5.915e+00             176.220           1.898e+00             358.961           3.555e+01     
 -40.000          60.000            3.296e+00          -4.696e+00             168.280           2.545e+00             350.721           3.615e+01     
 -35.000          60.000            3.956e+00          -3.616e+00             159.708           3.121e+00             341.862           3.690e+01     
 -30.000          60.000            4.530e+00          -2.683e+00             150.540           3.615e+00             332.426           3.778e+01     
 -25.000          60.000            5.004e+00          -1.903e+00             140.786           4.014e+00             322.423           3.878e+01     
 -20.000          60.000            5.370e+00          -1.278e+00             130.433           4.312e+00             311.830           3.996e+01     
 -15.000          60.000            5.628e+00          -8.048e-01             119.461           4.508e+00             300.607           4.000e+01     
 -10.000          60.000            5.787e+00          -4.690e-01             107.865           4.613e+00             288.719           4.000e+01     
  -5.000          60.000            5.866e+00          -2.509e-01              95.691           4.648e+00             276.181           4.000e+01     
   0.000          60.000            5.889e+00          -1.272e-01              83.059           4.639e+00             263.093           4.000e+01     
   5.000          60.000            5.880e+00          -7.879e-02              70.171           4.610e+00             249.658           4.000e+01     
  10.000          60.000            5.849e+00          -9.580e-02              57.285           4.574e+00             236.158           4.000e+01     
  15.000          60.000            5.792e+00          -1.826e-01              44.668           4.527e+00             222.897           3.743e+01     
  20.000          60.000            5.690e+00          -3.544e-01              32.539           4.448e+00             210.125           3.479e+01     
  25.000          60.000            5.518e+00          -6.308e-01              21.041           4.310e+00             197.995           3.285e+01     
  30.000          60.000            5.254e+00          -1.029e+00              10.246           4.088e+00             186.565           3.129e+01     
  35.000          60.000            4.881e+00          -1.559e+00               0.176           3.764e+00             175.822           2.994e+01     
  40.000          60.000            4.394e+00          -2.223e+00             350.835           3.327e+00             165.718           2.867e+01     
  45.000          60.000            3.793e+00          -3.015e+00             342.228           2.778e+00             156.201           2.739e+01     
  50.000          60.000            3.086e+00          -3.921e+00             334.383           2.121e+00             147.233           2.605e+01     
  55.000          60.000            2.282e+00          -4.924e+00             327.354           1.365e+00             138.796           2.464e+01     
  60.000          60.000            1.394e+00          -6.002e+00             321.224           5.205e-01             130.899           2.316e+01     
  65.000          60.000            4.304e-01          -7.131e+00             316.094          -4.068e-01             123.572           2.162e+01     
  70.000          60.000           -6.017e-01          -8.283e+00             312.070          -1.414e+00             116.862           2.003e+01     
  75.000          60.000           -1.701e+00          -9.426e+00             309.242          -2.505e+00             110.822           1.841e+01     
  80.000          60.000           -2.873e+00          -1.052e+01             307.652          -3.692e+00             105.510           1.676e+01     
  85.000          60.000           -4.127e+00          -1.153e+01             307.265          -4.999e+00             100.981           1.508e+01     
  90.000          60.000           -5.480e+00          -1.241e+01             307.931          -6.465e+00              97.286           1.337e+01     
  95.000          60.000           -6.951e+00          -1.312e+01             309.385          -8.152e+00              94.475           1.164e+01     
 100.000          60.000           -8.554e+00          -1.366e+01             311.286          -1.016e+01              92.601           9.955e+00     
 105.000          60.000           -1.027e+01          -1.403e+01             313.302          -1.265e+01              91.737           8.561e+00     
 110.000          60.000           -1.201e+01          -1.426e+01             315.197          -1.596e+01              91.995           8.273e+00     
 115.000          60.000           -1.350e+01          -1.437e+01             316.899          -2.093e+01              93.589           1.089e+01     
 120.000          60.000           -1.432e+01          -1.440e+01             318.512          -3.165e+01              97.575           2.101e+01     
 125.000          60.000           -1.428e+01          -1.438e+01             320.317          -3.037e+01             278.895           1.969e+01     
 130.000          60.000           -1.366e+01          -1.434e+01             322.730          -2.210e+01             286.326           1.324e+01     
 135.000          60.000           -1.288e+01          -1.426e+01             326.249          -1.852e+01             295.545           1.238e+01     
 140.000          60.000           -1.209e+01          -1.415e+01             331.355          -1.631e+01             307.412           1.376e+01     
 145.000          60.000           -1.124e+01          -1.395e+01             338.361          -1.458e+01             321.675           1.670e+01     
 150.000          60.000           -1.023e+01          -1.361e+01             347.192          -1.290e+01             337.101           2.111e+01     
 155.000          60.000           -9.001e+00          -1.308e+01             357.264          -1.115e+01             351.967           2.691e+01     
 160.000          60.000           -7.662e+00          -1.238e+01               7.652          -9.448e+00               5.105           3.355e+01     
 165.000          60.000           -6.386e+00          -1.161e+01              17.527          -7.937e+00              16.286           4.000e+01     
 170.000          60.000           -5.328e+00          -1.091e+01              26.480          -6.732e+00              25.852           4.000e+01     
 175.000          60.000           -4.581e+00          -1.041e+01              34.513          -5.894e+00              34.290           4.000e+01     
-180.000          65.000           -4.197e+00          -1.167e+01              41.820          -5.054e+00              42.048           4.000e+01     
-175.000          65.000           -4.199e+00          -1.186e+01              47.576          -5.016e+00              48.401           4.000e+01     
-170.000          65.000           -4.533e+00          -1.237e+01              53.231          -5.313e+00              54.758           4.000e+01     
-165.000          65.000           -5.204e+00          -1.324e+01              58.922          -5.946e+00              61.241           3.664e+01     
-160.000          65.000           -6.219e+00          -1.450e+01              64.786          -6.918e+00              67.937           3.417e+01     
-155.000          65.000           -7.590e+00          -1.616e+01              70.958          -8.239e+00              74.879           3.252e+01     
-150.000          65.000           -9.339e+00          -1.828e+01              77.587          -9.932e+00              81.999           3.181e+01     
-145.000          65.000           -1.152e+01          -2.090e+01              84.852          -1.205e+01              89.022           3.268e+01     
-140.000          65.000           -1.426e+01          -2.413e+01              93.025          -1.473e+01              95.206           3.873e+01     
-135.000          65.000           -1.786e+01          -2.813e+01             102.669          -1.829e+01              98.465           3.339e+01     
-130.000          65.000           -2.294e+01          -3.327e+01             115.402          -2.336e+01              90.909           1.827e+01     
-125.000          65.000           -2.736e+01          -4.027e+01             138.202          -2.759e+01              41.593           1.275e+01     
-120.000          65.000           -2.240e+01          -4.695e+01             200.076          -2.242e+01               0.903           3.423e+01     
-115.000          65.000           -1.774e+01          -4.490e+01             249.873          -1.774e+01             354.721           2.745e+01     
-110.000          65.000           -1.446e+01          -4.387e+01             254.015          -1.446e+01             356.036           2.960e+01     
-105.000          65.000           -1.195e+01          -4.314e+01             228.673          -1.195e+01             358.982           3.355e+01     
-100.000          65.000           -9.902e+00          -3.864e+01             198.112          -9.908e+00               1.988           3.987e+01     
 -95.000          65.000           -8.158e+00          -3.321e+01             185.687          -8.172e+00               4.493           4.000e+01     
 -90.000          65.000           -6.628e+00          -2.867e+01             181.920          -6.656e+00               6.264           4.000e+01     
 -85.000          65.000           -5.257e+00          -2.492e+01             180.825          -5.304e+00               7.195           3.881e+01     
 -80.000          65.000           -4.006e+00          -2.175e+01             180.288          -4.079e+00               7.238           3.616e+01     
 -75.000          65.000           -2.850e+00          -1.900e+01             179.489          -2.956e+00               6.373           3.469e+01     
 -70.000          65.000           -1.772e+00          -1.658e+01             178.081          -1.918e+00               4.599           3.385e+01     
 -65.000          65.000           -7.601e-01          -1.441e+01             175.915          -9.517e-01               1.931           3.343e+01     
 -60.000          65.000            1.917e-01          -1.246e+01             172.939          -5.089e-02             358.399           3.332e+01     
 -55.000          65.000            1.086e+00          -1.070e+01             169.149           7.879e-01             354.043           3.346e+01     
 -50.000          65.000            1.921e+00          -9.110e+00             164.570           1.565e+00             348.913           3.380e+01     
 -45.000          65.000            2.694e+00          -7.685e+00             159.241           2.276e+00             343.063           3.432e+01     
 -40.000          65.000            3.396e+00          -6.418e+00             153.200           2.917e+00             336.542           3.498e+01     
 -35.000          65.000            4.020e+00          -5.307e+00             146.486           3.481e+00             329.393           3.576e+01     
 -30.000          65.000            4.558e+00          -4.350e+00             139.129           3.960e+00             321.644           3.666e+01     
 -25.000          65.000            5.002e+00          -3.547e+00             131.153           4.349e+00             313.309           3.769e+01     
 -20.000          65.000            5.350e+00          -2.893e+00             122.577           4.645e+00             304.387           3.896e+01     
 -15.000          65.000            5.603e+00          -2.381e+00             113.422           4.851e+00             294.875           4.000e+01     
